coorte,test,voto_diploma,tipo_scuola,crediti_totali,crediti_con_voto,voto_medio,ASD,data_ASD,ARC,data_ARC,PRG,data_PRG,ANI,data_ANI,MDL,data_MDL,INGLESE,data_INGLESE,ALG,data_ALG,ANII,data_ANII,MP,data_MP,PC,data_PC,BDSI,data_BDSI,CPS,data_CPS,FIS,data_FIS,SO,data_SO,CAL,data_CAL,IT,data_IT,CS,data_CS,IntC,data_IntC,RETI,data_RETI,CAz,data_CAz
2012,13,70,LS,114,111,25,25,2015-09-17,27,2014-02-28,24,2015-09-03,26,2013-06-27,20,2013-07-31,0,2016-04-28,21,2014-01-16,28,2014-10-07,0,0,0,0,23,2015-06-16,26,2015-02-03,25,2014-07-23,24,2016-02-23,0,0,0,0,0,0,27,2016-02-25,0,0,0,0
2012,11,71,IT,150,144,26,30,2013-06-21,27,2013-07-24,31,2013-06-20,27,2013-09-05,20,2015-07-09,0,2013-04-16,23,2015-01-16,18,2014-07-14,27,2014-01-22,19,2014-02-24,28,2014-06-25,23,2014-02-05,26,2016-02-22,26,2014-07-17,0,0,0,0,0,0,26,2015-01-20,30,2015-01-22,0,2015-02-17
2012,14,69,IT,36,36,29,30,2013-07-11,0,0,31,2013-07-18,27,2014-07-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,21,78,XX,180,159,27,31,2013-06-20,24,2013-06-12,30,2013-06-20,31,2013-06-27,28,2013-07-30,0,2013-05-07,31,2014-01-21,18,2014-07-22,26,2014-01-22,30,2014-02-04,28,2014-06-16,30,2014-02-05,25,2015-02-19,28,2014-07-17,24,2015-07-07,25,2015-07-27,0,0,28,2015-01-14,30,2015-01-22,0,2015-02-17
2012,16,82,XX,180,159,27,30,2013-07-11,27,2013-06-12,31,2013-06-20,24,2013-09-05,28,2013-07-03,0,2013-02-05,23,2014-09-23,18,2014-07-31,28,2014-01-22,30,2014-02-04,30,2014-06-16,25,2014-02-05,22,2014-07-24,29,2015-01-26,26,2015-06-08,26,2015-07-27,0,0,30,2015-01-14,30,2015-02-09,0,2015-02-17
2012,16,75,LS,135,129,26,30,2013-09-19,30,2015-09-14,27,2014-02-04,28,2013-07-18,23,2014-02-05,0,2015-04-14,30,2015-01-16,18,2014-07-23,30,2014-06-05,19,2014-02-04,27,2014-09-11,22,2014-07-14,0,0,24,2016-01-29,0,0,0,0,0,0,26,2015-01-20,30,2016-02-15,0,2015-02-17
2012,16,92,IT,180,159,26,31,2013-06-21,25,2013-07-08,27,2013-07-18,28,2013-07-18,24,2013-06-12,0,2013-04-16,27,2014-05-20,28,2014-09-16,30,2014-01-22,23,2014-02-04,24,2014-06-25,27,2014-01-08,21,2016-01-29,28,2014-07-17,26,2015-07-07,21,2015-09-11,0,0,22,2015-01-14,26,2015-01-27,0,2015-02-17
2012,12,67,IT,36,36,23,18,2014-01-20,0,0,24,2014-02-04,27,2013-09-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,14,78,IT,156,153,26,26,2014-01-20,28,2014-02-28,28,2014-02-04,27,2013-07-18,28,2014-09-10,0,0,25,2014-02-13,28,2014-09-16,25,2015-07-13,26,2015-03-04,27,2015-09-17,26,2014-02-05,27,2016-01-29,22,2014-09-24,21,2015-06-22,30,2016-02-24,0,0,26,2015-06-22,28,2015-01-27,0,2015-09-04
2012,18,70,IT,27,24,28,25,2013-06-21,0,0,31,2013-07-18,0,0,0,0,0,2013-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,20,70,IT,135,129,26,30,2013-06-20,25,2013-09-19,30,2013-06-20,29,2014-01-24,20,2013-09-12,0,2013-04-09,24,2015-06-15,0,0,30,2014-07-16,28,2014-02-24,28,2014-09-17,22,2014-06-26,0,0,22,2014-09-17,0,0,0,0,0,0,27,2015-09-16,25,2015-01-13,0,2016-02-16
2012,13,61,LS,159,153,25,30,2013-07-26,29,2015-06-16,20,2014-02-04,22,2013-09-05,26,2015-01-21,0,2013-12-10,24,2014-01-16,18,2014-07-23,28,2015-02-16,20,2014-10-21,22,2014-09-17,29,2014-07-14,27,2016-01-29,23,2015-09-16,23,2015-06-08,0,0,0,0,25,2015-02-26,26,2016-02-04,0,2015-09-04
2012,10,100,XX,120,117,23,28,2013-07-26,19,2015-07-14,26,2013-07-31,21,2013-09-05,20,2015-09-09,0,0000-00-00,0,0,18,2014-07-23,30,2014-06-05,18,2014-06-18,23,2015-07-24,24,2014-07-14,0,0,25,2016-02-25,0,0,0,0,0,0,18,2015-02-11,0,0,0,2015-01-20
2012,10,68,LS,27,27,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,16,65,IT,24,24,23,27,2013-09-19,0,0,18,2013-09-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,16,65,IT,129,123,24,27,2013-07-11,27,2014-07-24,18,2013-07-18,25,2013-09-05,19,2015-01-21,0,2015-02-25,23,2015-01-16,18,2014-09-05,27,2014-02-19,23,2014-06-18,22,2015-06-26,23,2015-02-03,0,0,24,2015-09-16,0,0,0,0,0,0,25,2016-02-09,28,2016-02-15,0,2016-01-19
2012,14,74,IT,54,48,22,18,2013-09-19,0,0,23,2013-09-23,21,2014-01-29,0,0,0,2013-02-13,19,2015-02-17,28,2014-09-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-09-04
2012,13,74,IT,141,135,23,25,2014-06-11,19,2014-09-15,25,2014-07-08,27,2014-06-10,20,2015-02-05,0,2013-05-23,20,2015-01-20,18,2015-06-30,27,2015-01-20,18,2015-02-05,21,2015-06-26,27,2015-07-27,0,0,22,2015-07-20,0,0,0,0,0,0,20,2016-01-26,27,2016-01-18,0,2016-01-19
2012,12,84,IT,180,159,28,31,2013-07-11,29,2013-06-12,31,2013-07-18,28,2013-09-05,28,2014-01-14,0,2015-11-05,26,2014-09-23,18,2014-07-23,31,2014-02-26,28,2014-02-04,29,2014-06-25,25,2014-02-05,27,2015-06-12,28,2014-09-24,26,2015-06-08,27,2015-07-27,0,0,30,2015-02-11,31,2015-01-27,0,2015-07-10
2012,12,93,IT,7,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,20,78,LS,132,126,26,26,2013-07-11,18,2014-01-28,30,2013-07-31,29,2013-09-19,26,2013-09-11,0,2014-11-04,27,2015-01-16,28,2014-09-16,28,2014-07-16,27,2014-09-09,24,2014-07-24,0,0,0,0,24,2014-09-17,21,2015-06-22,0,0,0,0,27,2015-02-11,0,0,0,2015-06-16
2012,12,60,LS,84,84,28,30,2013-07-26,28,2016-02-12,31,2013-07-18,31,2013-06-27,0,0,0,0,24,2014-09-23,30,2015-07-14,29,2016-01-21,20,2015-03-02,26,2014-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,11,0,XX,39,36,22,28,2013-07-26,0,0,18,2014-02-04,20,2013-07-18,0,0,0,2013-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,12,60,IT,24,24,19,0,0,0,0,0,0,20,2015-01-13,0,0,0,0,19,2016-02-08,18,2015-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,19,80,IT,180,159,29,31,2013-07-26,28,2013-06-12,31,2013-07-31,30,2013-09-05,30,2013-07-03,0,2013-03-05,31,2014-02-13,31,2014-09-12,30,2014-02-19,29,2014-02-04,31,2014-06-25,31,2014-01-08,27,2014-07-23,31,2014-07-17,30,2015-06-08,27,2015-07-27,0,0,28,2015-01-14,23,2015-01-22,0,2015-02-17
2012,12,80,IT,81,78,23,18,2013-07-11,0,0,27,2013-09-23,20,2014-06-10,0,0,0,2013-04-09,26,2015-01-16,18,2015-09-22,27,2015-09-30,23,2015-02-05,21,2015-09-17,28,2015-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,13,63,LS,117,111,24,21,2014-01-20,24,2015-07-14,30,2014-02-04,20,2013-07-18,23,2014-02-05,0,2014-10-23,25,2015-01-16,18,2014-07-28,24,2014-07-16,26,2014-06-18,0,0,22,2015-02-03,0,0,0,0,0,0,0,0,0,0,21,2016-01-13,0,0,0,2016-02-16
2012,17,72,LS,180,159,24,23,2013-06-21,20,2013-07-24,30,2013-07-18,26,2013-06-27,22,2013-09-11,0,2015-10-22,26,2014-02-20,18,2014-07-28,26,2014-06-05,25,2014-07-15,22,2014-07-07,21,2014-02-05,19,2016-01-29,24,2014-09-24,21,2015-06-22,18,2016-02-24,0,0,28,2015-07-22,26,2015-01-22,0,2015-09-04
2012,13,77,IT,150,144,26,29,2013-07-11,26,2014-02-28,24,2014-02-04,28,2013-07-18,26,2013-09-11,0,2013-06-10,30,2015-01-16,18,2014-07-14,28,2014-02-05,23,2014-02-24,28,2014-06-25,31,2014-02-05,0,0,27,2014-07-17,28,2015-07-08,0,0,0,0,27,2015-06-22,20,2015-09-18,0,2015-01-20
2012,16,0,LS,180,159,26,26,2013-07-11,24,2014-02-28,27,2013-07-18,30,2013-07-18,18,2013-09-10,0,2013-04-23,27,2014-02-13,18,2014-07-23,26,2014-07-02,25,2014-02-04,22,2014-07-25,25,2014-01-08,28,2016-01-29,27,2014-07-17,27,2015-07-07,24,2016-02-24,0,0,28,2015-02-11,28,2015-06-19,0,2015-01-20
2012,24,100,IT,180,159,30,30,2013-06-20,30,2013-06-12,30,2013-06-20,31,2013-06-27,31,2013-06-12,0,2013-05-09,30,2014-01-16,31,2014-07-14,31,2014-01-22,30,2014-02-04,29,2014-06-25,29,2014-01-08,27,2014-09-18,30,2014-06-20,28,2015-06-22,26,2015-06-23,0,0,30,2015-01-22,30,2015-01-13,0,2015-02-17
2012,10,87,LC,159,153,27,30,2013-07-11,31,2015-06-16,30,2013-07-18,23,2013-07-18,25,2014-02-04,0,2016-03-08,26,2014-09-23,18,2014-07-23,30,2014-09-12,22,2014-02-04,26,2014-07-11,28,2014-01-08,26,2016-02-22,25,2015-09-16,27,2015-06-09,0,0,0,0,28,2015-01-14,28,2016-02-04,0,2015-01-20
2012,16,86,IT,33,33,25,22,2013-09-19,0,0,30,2013-07-31,0,0,0,0,0,0,0,0,0,0,24,2014-06-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,15,80,LS,180,159,24,26,2013-07-26,24,2013-06-12,29,2013-07-18,24,2013-06-27,19,2014-01-14,0,2013-03-06,26,2014-05-22,18,2014-07-22,27,2014-01-22,22,2014-06-18,23,2014-07-11,25,2015-09-11,19,2014-09-18,25,2014-07-17,20,2015-06-09,21,2015-09-11,0,0,27,2015-06-22,28,2015-01-13,0,2015-02-17
2012,9,80,XX,159,153,24,25,2013-09-19,24,2016-01-28,20,2014-02-25,24,2013-06-27,20,2013-07-30,0,2013-12-02,22,2014-02-13,31,2014-07-22,23,2014-09-12,28,2014-02-25,19,2014-09-17,25,2014-02-05,26,2014-07-03,23,2016-01-29,20,2015-06-09,0,0,0,0,21,2015-01-14,25,2016-02-29,0,2015-02-17
2012,13,0,LS,150,144,28,31,2014-01-20,30,2015-09-14,27,2014-02-04,30,2013-07-18,25,2013-06-12,0,2013-06-05,31,2014-01-16,31,2014-07-22,30,2015-07-13,19,2014-07-15,27,2014-09-17,31,2015-02-03,0,0,27,2016-01-29,24,2015-06-22,0,0,0,0,28,2015-01-20,28,2016-02-15,0,2015-01-20
2012,12,100,IT,180,159,25,30,2013-07-11,26,2013-09-19,20,2013-06-20,24,2013-06-27,24,2013-07-30,0,2013-05-14,28,2014-02-13,18,2014-07-28,23,2014-01-22,25,2014-02-04,28,2014-06-16,26,2014-01-08,20,2016-01-29,23,2014-07-17,25,2015-07-07,20,2016-01-19,0,0,27,2015-01-14,30,2015-01-22,0,2015-02-17
2012,10,64,LC,126,123,22,24,2014-07-17,25,2014-09-15,27,2014-09-03,20,2015-07-27,18,2016-01-22,0,2014-03-18,18,2015-02-16,18,2015-09-22,21,2015-01-20,20,2015-03-02,19,2015-06-26,19,2015-01-07,0,0,21,2016-01-29,0,0,0,0,0,0,24,2016-01-28,27,2016-02-29,0,0
2012,21,71,IT,24,24,25,0,0,0,0,26,2014-02-04,24,2013-09-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,14,76,LS,132,129,23,24,2013-09-19,20,2014-02-28,25,2013-09-23,26,2014-01-29,23,2015-02-05,0,2013-02-05,21,2014-09-23,18,2014-07-23,26,2014-01-22,0,0,24,2014-06-25,18,2015-09-11,0,0,22,2015-01-26,0,0,0,0,0,0,24,2015-01-14,25,2016-02-29,0,0
2012,10,78,LC,90,87,24,25,2013-07-11,21,2013-07-24,23,2013-06-20,28,2015-07-24,0,0,0,2014-09-16,22,2016-02-08,0,0,24,2014-02-26,26,2014-02-25,21,2015-06-25,0,0,0,0,26,2016-01-29,0,0,0,0,0,0,0,0,0,0,0,0
2012,13,63,LS,129,123,23,26,2013-07-11,30,2014-07-24,18,2013-07-18,22,2013-07-18,20,2015-01-22,0,2014-02-27,24,2015-01-16,18,2014-09-05,23,2014-01-22,19,2014-02-04,23,2015-06-25,24,2015-02-03,0,0,26,2015-09-16,0,0,0,0,0,0,23,2016-02-09,25,2016-01-18,0,2016-02-16
2012,11,86,IT,180,159,27,30,2013-06-21,25,2013-07-08,30,2013-07-18,18,2014-01-29,21,2013-06-12,0,2013-04-16,27,2014-07-14,30,2015-06-26,30,2014-01-22,25,2014-02-04,27,2014-09-17,27,2015-09-11,28,2015-02-19,27,2014-07-17,21,2015-09-07,30,2015-07-27,0,0,29,2015-02-20,31,2015-01-13,0,2015-01-20
2012,16,76,LS,120,117,25,25,2013-07-11,25,2014-07-10,21,2013-07-18,30,2013-06-27,20,2015-02-05,0,0,28,2016-01-11,18,2014-07-23,25,2014-02-26,20,2014-02-04,0,0,23,2014-06-26,0,0,25,2015-02-25,0,0,0,0,0,0,0,0,28,2015-06-19,0,2015-07-10
2012,18,88,LS,153,147,25,30,2013-09-19,25,2016-01-28,21,2014-02-25,31,2013-07-18,23,2013-07-03,0,2013-12-02,30,2014-05-22,31,2014-07-31,25,2014-09-12,20,2014-03-12,25,2015-01-27,25,2014-02-05,26,2016-02-22,22,2016-02-17,19,2015-06-09,0,0,0,0,26,2015-01-14,0,0,0,2015-07-10
2012,13,68,IT,117,111,21,25,2013-09-19,19,2015-07-14,25,2014-02-04,20,2013-09-05,20,2015-02-05,0,2014-10-23,18,2015-02-17,18,2014-07-28,24,2014-06-05,22,2014-06-18,0,0,19,2014-09-16,0,0,0,0,0,0,0,0,0,0,21,2016-01-13,0,0,0,2015-02-17
2012,13,82,IT,27,24,27,25,2013-09-19,0,0,29,2013-09-23,0,0,0,0,0,2013-05-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,13,78,IT,135,129,27,30,2013-06-21,26,2013-07-08,27,2013-06-20,27,2014-06-27,0,0,0,2013-04-16,28,2015-01-16,30,2015-07-07,23,2014-01-22,18,2014-02-04,26,2014-07-25,0,0,27,2016-02-22,28,2014-07-17,0,0,0,0,0,0,25,2015-01-20,30,2015-01-27,0,2015-02-17
2012,18,94,IT,33,33,20,0,0,0,0,0,0000-00-00,23,2013-06-27,19,2013-09-12,0,0000-00-00,18,2014-02-11,0,0,0,0,0,0,0,0,20,2014-06-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,16,60,LS,90,90,22,24,2013-09-19,19,2015-07-14,24,2013-07-31,24,2013-09-05,0,0,0,0,20,2015-07-07,18,2014-06-30,0,0,28,2014-02-24,22,2014-07-11,18,2015-02-03,0,0,26,2016-02-25,0,0000-00-00,0,0,0,0,0,0,0,0,0,0
2012,10,65,IT,180,159,26,27,2013-07-26,20,2014-01-28,27,2013-07-31,22,2013-09-19,26,2014-09-10,0,2014-10-29,19,2015-01-20,31,2014-07-22,27,2014-06-05,21,2014-02-04,28,2014-06-25,30,2015-07-27,26,2015-09-21,26,2014-09-24,26,2015-06-22,24,2016-01-19,0,0,26,2015-02-11,30,2015-01-27,0,2015-06-16
2012,17,94,LS,135,129,25,26,2013-09-19,20,2014-02-28,28,2013-09-23,25,2013-07-18,23,2014-01-13,0,2014-05-27,19,2015-01-20,18,2014-07-14,26,2015-06-08,25,2015-03-02,23,2014-07-25,30,2014-02-05,0,0,27,2016-01-29,0,0,0,0,0,0,25,2016-01-28,0,0,0,2015-01-20
2012,16,75,LS,180,159,26,25,2013-06-21,27,2013-09-19,26,2013-06-20,27,2013-07-18,24,2013-07-31,0,2013-10-29,30,2014-02-13,18,2014-07-23,26,2014-01-22,22,2014-02-04,24,2014-07-25,25,2014-01-08,28,2015-02-19,28,2014-07-17,25,2015-06-09,27,2015-07-27,0,0,26,2015-01-14,30,2015-01-13,0,2015-01-20
2012,15,86,IT,180,159,25,30,2013-07-11,30,2014-07-10,22,2013-07-18,28,2013-06-27,27,2013-07-30,0,2013-05-06,25,2015-01-16,18,2014-07-23,25,2014-01-22,27,2014-02-04,25,2014-07-25,30,2014-02-05,18,2016-01-29,24,2014-09-24,25,2015-07-07,18,2016-02-24,0,0,28,2015-07-22,25,2015-06-19,0,2015-01-20
2012,8,76,IT,150,144,23,20,2013-09-19,29,2015-07-14,26,2013-09-23,20,2013-07-18,18,2015-01-21,0,2013-05-14,25,2015-01-16,18,2014-06-30,22,2015-01-20,21,2014-07-24,18,2014-07-25,23,2014-01-08,24,2016-01-29,29,2016-02-17,0,0,19,2016-02-24,0,0,28,2015-07-22,0,0,0,2015-01-20
2013,19,85,LS,180,159,29,31,2014-06-12,30,2014-07-10,28,2014-06-17,30,2014-06-27,30,2014-09-10,0,2015-02-10,29,2015-01-20,31,2015-07-14,31,2015-01-20,31,2015-03-02,29,2015-09-17,31,2015-02-03,30,2016-02-22,31,2015-09-16,19,2016-06-06,23,2016-06-23,0,0,30,2016-01-26,31,2016-01-18,0,2016-02-16
2013,15,100,XX,150,138,26,26,2014-07-17,27,2014-06-12,27,2014-09-03,25,2014-06-10,24,2016-01-27,0,0,31,2015-01-16,27,2015-07-14,28,2015-01-20,29,2015-06-29,23,2015-09-10,23,2017-01-13,0,0,23,2015-09-16,18,2016-09-06,0,0,0,0,26,2016-01-26,31,2016-06-27,0,0
2013,14,94,IT,24,21,27,0,0,0,0,0,0,29,2014-06-10,24,2014-07-02,0,2014-04-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,18,80,XX,102,99,25,29,2014-07-17,25,2014-06-12,30,2014-09-02,30,2014-06-10,0,0,0,2014-02-25,24,2015-01-16,18,2017-01-23,29,2015-01-20,29,2015-03-04,20,2017-01-27,25,2017-02-03,0,0,0,0,0,0,0,0,0,0,18,2017-02-24,0,0,0,0
2013,17,71,LS,135,132,28,30,2014-06-11,25,2014-07-10,28,2014-06-17,30,2014-06-27,28,2014-07-30,0,2015-06-22,27,2015-01-16,31,2015-07-14,30,2015-07-27,26,2015-03-04,29,2015-06-26,27,2015-02-03,20,2015-09-21,31,2015-07-20,0,0,0,0,0,0,28,2016-09-20,28,2017-03-01,0,0
2013,13,72,IT,144,138,24,24,2014-06-12,18,2015-02-13,23,2014-09-03,26,2014-09-09,25,2016-08-02,0,2017-03-01,19,2015-01-16,18,2015-09-22,23,2015-09-01,30,2015-06-29,21,2015-07-22,24,2016-06-10,0,0,22,2015-07-20,22,2016-09-09,0,0,0,0,26,2016-01-26,28,2017-02-27,0,2017-01-16
2013,13,73,LS,69,63,22,25,2014-09-12,0,0,20,2016-02-22,29,2014-09-09,18,2016-07-11,0,2015-05-13,19,2015-01-20,18,2015-07-14,0,0,0,0,0,0,23,2015-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-02-10
2013,12,71,IT,180,159,26,25,2014-06-11,18,2014-07-24,25,2015-01-08,27,2014-07-23,20,2015-09-09,0,2014-09-10,26,2015-01-16,31,2015-07-07,25,2015-06-08,21,2015-02-05,27,2015-07-30,29,2015-02-03,20,2016-07-22,27,2015-07-20,27,2016-06-10,23,2016-06-23,0,0,28,2016-01-26,27,2016-02-04,0,2016-02-16
